Link,Name
http://www.wikidata.org/entity/Q4790546,आरिफ मोहम्मद खान
http://www.wikidata.org/entity/Q18978127,राजेन्द्र सिंह राणा
http://www.wikidata.org/entity/Q31330497,नेत्रपाल सिंह
http://www.wikidata.org/entity/Q4751466,अनंत कुमार हेगड़े
http://www.wikidata.org/entity/Q31314234,मोहम्मद रिजवान
http://www.wikidata.org/entity/Q6428733,के॰ नारायण राव
http://www.wikidata.org/entity/Q31336337,गजाधर प्रसाद आर्य
http://www.wikidata.org/entity/Q16734885,कृष्णा राज
http://www.wikidata.org/entity/Q7488688,शंकर दयाल सिंह
http://www.wikidata.org/entity/Q31335380,राजेन्द्र सिंह चौहान
http://www.wikidata.org/entity/Q4775396,एंटो एंटनी
http://www.wikidata.org/entity/Q31332279,इर्तजा हुसेन
http://www.wikidata.org/entity/Q31333303,राजा यादवेन्द्र दत्त दुबे
http://www.wikidata.org/entity/Q1226230,उमाशंकर जोशी
http://www.wikidata.org/entity/Q64859215,विश्वनाथ दास
http://www.wikidata.org/entity/Q31334492,दुर्गा प्रसाद
http://www.wikidata.org/entity/Q7931993,विन्सेंट पाला
http://www.wikidata.org/entity/Q4700329,आकाश दसनायक
http://www.wikidata.org/entity/Q12416973,एम. विजया शांति
http://www.wikidata.org/entity/Q3351497,ए.बी. बोर्धन
http://www.wikidata.org/entity/Q20886164,श्याम कुमारी खान
http://www.wikidata.org/entity/Q31323007,गिरीश चन्द्र
http://www.wikidata.org/entity/Q25588647,पि। गोपीनाथन  नैर
http://www.wikidata.org/entity/Q4746850,अमित जोगी
http://www.wikidata.org/entity/Q6965471,नारायण गणेश गोरे
http://www.wikidata.org/entity/Q7117390,पी॰ कुमार
http://www.wikidata.org/entity/Q31335498,राम पाल सिंह
http://www.wikidata.org/entity/Q31323071,जितेन्द्र कुमार उर्फ नन्दू चौधरी
http://www.wikidata.org/entity/Q45976695,चौधरी दिगम्बर सिंह
http://www.wikidata.org/entity/Q19666846,परिमल नथवानी
http://www.wikidata.org/entity/Q5276823,दिलीपकुमार मनसुखलाल गाँधी
http://www.wikidata.org/entity/Q31335221,माधो नारायण मुदगल
http://www.wikidata.org/entity/Q3595150,एस जयपाल रेड्डी
http://www.wikidata.org/entity/Q16979896,डॉ॰ के॰ कामराज
http://www.wikidata.org/entity/Q6122270,जगदंबिका पाल
http://www.wikidata.org/entity/Q6002323,राम नाईक
http://www.wikidata.org/entity/Q43389589,मसुरियादीन
http://www.wikidata.org/entity/Q7176325,पीटर पॉल पिल्लई
http://www.wikidata.org/entity/Q3576672,भीमसेन संचर
http://www.wikidata.org/entity/Q5584174,गोपाल कांडा
http://www.wikidata.org/entity/Q7293136,रंजिब बिसवाल
http://www.wikidata.org/entity/Q31322859,अवनीन्द्र नाथ द्विवेदी उर्फ महन्त दूबे
http://www.wikidata.org/entity/Q16902231,प्रतिमा मंडल
http://www.wikidata.org/entity/Q18684123,अनिल देसाई
http://www.wikidata.org/entity/Q7117548,पी श्रीरामाकृष्णन
http://www.wikidata.org/entity/Q31331890,शिवमंगल
http://www.wikidata.org/entity/Q16145820,के सी त्यागी
http://www.wikidata.org/entity/Q31336048,अनन्तराम
http://www.wikidata.org/entity/Q7499190,शिव दत्त उपाध्धयाय
http://www.wikidata.org/entity/Q87475740,महाआर्यमन सिंधिया
http://www.wikidata.org/entity/Q7283011,रघुनाथ झा
http://www.wikidata.org/entity/Q31332439,गज्जूराम
http://www.wikidata.org/entity/Q31314315,रामपाल राजवंशी
http://www.wikidata.org/entity/Q3349817,देबश्री रॉय
http://www.wikidata.org/entity/Q54158035,यादवेंद्र सिंह
http://www.wikidata.org/entity/Q6414812,किरण माहेश्वरी
http://www.wikidata.org/entity/Q5006649,सी॰ एल॰ रुआला
http://www.wikidata.org/entity/Q3629963,सरदार हुकम सिंह
http://www.wikidata.org/entity/Q6166629,जयदेव गल्ला
http://www.wikidata.org/entity/Q7273485,आर बालकृष्ण पिल्लई
http://www.wikidata.org/entity/Q7402692,सज्जन सिंह वर्मा
http://www.wikidata.org/entity/Q5584191,गोपाल राय
http://www.wikidata.org/entity/Q31323184,प्रेमलता देवी
http://www.wikidata.org/entity/Q16901287,तारिक़ हमीद कर्रा
http://www.wikidata.org/entity/Q16910499,शकुंतला लागुरी
http://www.wikidata.org/entity/Q333448,बाईचुंग भूटिया
http://www.wikidata.org/entity/Q31330894,भगवान दीन बाल्मीकी
http://www.wikidata.org/entity/Q31314510,श्याम प्रकाश
http://www.wikidata.org/entity/Q31332039,सी0बी0महाजन
http://www.wikidata.org/entity/Q31334772,पीतम सिंह प्रधान
http://www.wikidata.org/entity/Q31333373,रमा नाथ खैरा
http://www.wikidata.org/entity/Q13586115,सोहन सिंह जोश
http://www.wikidata.org/entity/Q7285963,राजेन गोहेन
http://www.wikidata.org/entity/Q3190865,जेरोम डिसूजा
http://www.wikidata.org/entity/Q6986933,नीरज शेखर
http://www.wikidata.org/entity/Q7289314,रामदास अग्रवाल
http://www.wikidata.org/entity/Q33685504,सैयद जरगाम हैदर
http://www.wikidata.org/entity/Q107399965,दिलीप चौधरी
http://www.wikidata.org/entity/Q16035133,गंगाराम चौधरी
http://www.wikidata.org/entity/Q31333708,कुमारी श्रद्धा देवी शास्त्री
http://www.wikidata.org/entity/Q6067643,पवन कल्याण
http://www.wikidata.org/entity/Q15132829,बालमुकुंड गौतम
http://www.wikidata.org/entity/Q41256135,श्रवण कुमार (राजनीतिज्ञ)
http://www.wikidata.org/entity/Q7418479,संजय सिंह
http://www.wikidata.org/entity/Q69930,पदमसिंह बाजिराओ पाटिल
http://www.wikidata.org/entity/Q31338476,लाखन सिंह
http://www.wikidata.org/entity/Q16731832,महंत चांदनाथ
http://www.wikidata.org/entity/Q3532049,आर के शनमुखम चेट्टी
http://www.wikidata.org/entity/Q28976422,बाबुसिंह राठौड़
http://www.wikidata.org/entity/Q16197686,प्रफुल्ल कुमार दास
http://www.wikidata.org/entity/Q31334728,प्रेम सुन्दर
http://www.wikidata.org/entity/Q3530214,नेफियू रियो
http://www.wikidata.org/entity/Q16929753,चरणजीत सिंह रोड़ी
http://www.wikidata.org/entity/Q20562895,वाई॰वी॰ सुब्बा रेड्डी
http://www.wikidata.org/entity/Q6965829,नरेश गुजराल
http://www.wikidata.org/entity/Q16193959,रमेश बिधूड़ी
http://www.wikidata.org/entity/Q31322906,ईश्वर चन्द्र शुक्ल
http://www.wikidata.org/entity/Q3595542,पट्टम ताणु पिल्लै
http://www.wikidata.org/entity/Q31331399,राम प्रसाद सिंह
http://www.wikidata.org/entity/Q16014315,बाबूराव परांजपे
http://www.wikidata.org/entity/Q2997305,वसुन्धरा राजे सिंधिया
http://www.wikidata.org/entity/Q31334050,कुंवर आनन्द सिंह
http://www.wikidata.org/entity/Q17722140,तारा भंडारी
http://www.wikidata.org/entity/Q17011943,नकुल दुबे
http://www.wikidata.org/entity/Q12416971,एम. जगन्नाथ
http://www.wikidata.org/entity/Q31330925,मकसूद आलम खां
http://www.wikidata.org/entity/Q5350512,एकनाथ गायकवाड़
http://www.wikidata.org/entity/Q2150026,वजुभाई वाला
http://www.wikidata.org/entity/Q2319562,जावेद अख्तर
http://www.wikidata.org/entity/Q31314082,गेंदा लाल चौधरी
http://www.wikidata.org/entity/Q13631996,चेन्नामनेनी विद्यासागर राव
http://www.wikidata.org/entity/Q31331620,लताफत हुसैन
http://www.wikidata.org/entity/Q60482192,रूपाराम मेघवाल
http://www.wikidata.org/entity/Q5269370,धर्मेंद्र प्रधान
http://www.wikidata.org/entity/Q64172564,बृजेन्द्र सिंह
http://www.wikidata.org/entity/Q31314012,इन्द्राणी देवी
http://www.wikidata.org/entity/Q21228917,हरिवंश नारायण सिंह
http://www.wikidata.org/entity/Q31330375,देव दत्त मिश्र
http://www.wikidata.org/entity/Q6726424,एम एम लखेरा
http://www.wikidata.org/entity/Q233289,अटल बिहारी वाजपेयी
http://www.wikidata.org/entity/Q31334121,कंधई लाल
http://www.wikidata.org/entity/Q31322935,के0के0 सचान
http://www.wikidata.org/entity/Q31323098,दाउद अहमद
http://www.wikidata.org/entity/Q336913,नीलम संजीव रेड्डी
http://www.wikidata.org/entity/Q4802483,अरविन्द कुमार शर्मा
http://www.wikidata.org/entity/Q795241,बी एस येदियुरप्पा
http://www.wikidata.org/entity/Q5268980,धनिक लाल मंडल
http://www.wikidata.org/entity/Q54864378,सुमन कुमार मल्लिक
http://www.wikidata.org/entity/Q17037906,वेंकटेश बाबू टी॰जी॰
http://www.wikidata.org/entity/Q108285792,राम शरण नौटियाल
http://www.wikidata.org/entity/Q31334108,ओंकार नाथ द्विवेदी
http://www.wikidata.org/entity/Q26220096,राम प्रसाद नौटियाल
http://www.wikidata.org/entity/Q31337701,रूप नारायण
http://www.wikidata.org/entity/Q6480473,लल्लन प्रसाद सिंग
http://www.wikidata.org/entity/Q7240123,प्रेम चन्द गुप्ता
http://www.wikidata.org/entity/Q5277920,दिनकरा देसाई
http://www.wikidata.org/entity/Q107555760,राजू तिवारी
http://www.wikidata.org/entity/Q31322806,हाजी अब्दुल समद अंसारी
http://www.wikidata.org/entity/Q31336274,कृष्ण बहादुर मिश्र
http://www.wikidata.org/entity/Q64060339,जी सेल्वम
http://www.wikidata.org/entity/Q16187345,सुशीला तिरिया
http://www.wikidata.org/entity/Q31336369,गौरी सिंह राठौर
http://www.wikidata.org/entity/Q31336808,फारूक चिश्ती
http://www.wikidata.org/entity/Q3630894,रूपा गांगुली
http://www.wikidata.org/entity/Q5512428,जी रामचंद्रन
http://www.wikidata.org/entity/Q31332094,हरख पाल सिंह
http://www.wikidata.org/entity/Q31323541,विजय कुमार उर्फ विजय यादव
http://www.wikidata.org/entity/Q6095720,मुफ़्ती मोहम्मद सईद
http://www.wikidata.org/entity/Q7406368,शिवाजीराव पाटील निलंगेकर
http://www.wikidata.org/entity/Q31314079,गुलाब चन्द
http://www.wikidata.org/entity/Q31337195,मंगलदेव विशारद
http://www.wikidata.org/entity/Q20640888,रविन्द्र किशोर सिन्हा
http://www.wikidata.org/entity/Q31331357,राम गुलाम सिंह
http://www.wikidata.org/entity/Q31338585,विष्णु स्वरूप
http://www.wikidata.org/entity/Q3520790,मोहन भागवत
http://www.wikidata.org/entity/Q4700399,अकबर अली खान
http://www.wikidata.org/entity/Q7313747,संपूर्णानन्द
http://www.wikidata.org/entity/Q16914023,श्रीरंग बरने
http://www.wikidata.org/entity/Q11284646,आफ़ताब सेठ
http://www.wikidata.org/entity/Q4841139,बदरुद्दीन तैयबजी
http://www.wikidata.org/entity/Q31329753,केदार नाथ
http://www.wikidata.org/entity/Q21078444,बिंदेश्वरी प्रसाद वर्मा
http://www.wikidata.org/entity/Q64172823,धरमबीर
http://www.wikidata.org/entity/Q31323122,धनीराम वर्मा
http://www.wikidata.org/entity/Q31334083,ईश्वर शरन
http://www.wikidata.org/entity/Q31335812,शिव नाथ सिंह
http://www.wikidata.org/entity/Q6794023,मौसम नूर
http://www.wikidata.org/entity/Q465021,रुक्मिणी देवी अरुंडेल
http://www.wikidata.org/entity/Q7282988,रघु रेड्डी
http://www.wikidata.org/entity/Q31330401,देवदत्त शर्मा
http://www.wikidata.org/entity/Q983457,सिद्धार्थ शंकर राय
http://www.wikidata.org/entity/Q31335394,राजनारायण सिंह
http://www.wikidata.org/entity/Q2363290,सुधीर रंजन मजूमदार
http://www.wikidata.org/entity/Q31338227,रामदास
http://www.wikidata.org/entity/Q7936029,महाराजा विश्वेन्द्र सिंह
http://www.wikidata.org/entity/Q31314235,मोहम्मद रेहान
http://www.wikidata.org/entity/Q7313587,रेणुका रे
http://www.wikidata.org/entity/Q24851788,त्रिवेन्द्र सिंह रावत
http://www.wikidata.org/entity/Q7684462,तापस पाल
http://www.wikidata.org/entity/Q93263158,सुधन्या देबबर्मा
http://www.wikidata.org/entity/Q6365287,कान्त किशोर भार्गव
http://www.wikidata.org/entity/Q6574946,नित्यांनद महापात्र
http://www.wikidata.org/entity/Q64011192,रंजीता कोली
http://www.wikidata.org/entity/Q3595525,ई अहमद
http://www.wikidata.org/entity/Q6437450,कृष्ण कुमारी
http://www.wikidata.org/entity/Q982817,विलासराव देशमुख
http://www.wikidata.org/entity/Q31335171,मुलतान सिंह
http://www.wikidata.org/entity/Q31332739,ताराचन्द माहेश्वरी
http://www.wikidata.org/entity/Q16208469,केवल सिंह ढिल्लों
http://www.wikidata.org/entity/Q16736898,नीलम सोनकर
http://www.wikidata.org/entity/Q31330535,नरोत्तम सिंह
http://www.wikidata.org/entity/Q1764533,देवी लाल
http://www.wikidata.org/entity/Q31322953,कैलाश साहू
http://www.wikidata.org/entity/Q7294938,रशीदा बी
http://www.wikidata.org/entity/Q6862116,मिमी चक्रवर्ती
http://www.wikidata.org/entity/Q7402580,नूरुल हसन
http://www.wikidata.org/entity/Q5278101,दिनेश शर्मा
http://www.wikidata.org/entity/Q21065656,हेमाराम चौधरी
http://www.wikidata.org/entity/Q31334733,प्रेम सिंह
http://www.wikidata.org/entity/Q31314251,रवि शर्मा
http://www.wikidata.org/entity/Q21170728,मनसुख एल. मांडविया
http://www.wikidata.org/entity/Q16885596,शमराओ मडकईकर
http://www.wikidata.org/entity/Q28047793,कमल नाथ झा
http://www.wikidata.org/entity/Q61943970,चंद्रिका राम
http://www.wikidata.org/entity/Q22121206,ममतेश शाक्य
http://www.wikidata.org/entity/Q31314052,ओम कुमार
http://www.wikidata.org/entity/Q16897888,के॰सी॰ पटेल
http://www.wikidata.org/entity/Q31335240,मोहन लाल अहिरवार
http://www.wikidata.org/entity/Q7633839,सुदीप बंदोपाध्याय
http://www.wikidata.org/entity/Q31314466,शमीमुल हक
http://www.wikidata.org/entity/Q7238271,प्रमोद महाजन
http://www.wikidata.org/entity/Q17495911,संगीत सिंह सोम
http://www.wikidata.org/entity/Q6345575,कडियम श्रीहरी
http://www.wikidata.org/entity/Q31330316,तेजा सिंह
http://www.wikidata.org/entity/Q31323679,सुन्दर सिंह
http://www.wikidata.org/entity/Q16897877,हरिओम सिंह राठौड़
http://www.wikidata.org/entity/Q5101289,चिंता मोहन
http://www.wikidata.org/entity/Q31330421,द्वारिका प्रसाद मौर्य
http://www.wikidata.org/entity/Q31332234,असलम खां एडवोकेट
http://www.wikidata.org/entity/Q12429728,झांसी लक्ष्मी बोचा
http://www.wikidata.org/entity/Q92059720,मनोरंजन देबबर्मा
http://www.wikidata.org/entity/Q31332650,आचार्य जुगल किशोर
http://www.wikidata.org/entity/Q607685,प्रियंका वाड्रा
http://www.wikidata.org/entity/Q31323496,रामपाल वर्मा
http://www.wikidata.org/entity/Q4670199,अबू हसेम खान चौधरी
http://www.wikidata.org/entity/Q23304552,हरिओम यादव
http://www.wikidata.org/entity/Q5316897,दुष्यंत सिंह
http://www.wikidata.org/entity/Q16866456,सीताराम एस जापू
http://www.wikidata.org/entity/Q31334750,पशुपति नाथ शरण सिंह
http://www.wikidata.org/entity/Q25585468,केशवराव सोनवणे
http://www.wikidata.org/entity/Q31323029,छोटे सिंह
http://www.wikidata.org/entity/Q54196885,कमलेश शाह
http://www.wikidata.org/entity/Q465041,ममता बनर्जी
http://www.wikidata.org/entity/Q31334364,जेड0 ए0 अहमद
http://www.wikidata.org/entity/Q12419804,कुंजीलाल दूबे
http://www.wikidata.org/entity/Q6063091,प्रतापसिंह राणे
http://www.wikidata.org/entity/Q31336892,बजरंग बली ब्रहमचारी
http://www.wikidata.org/entity/Q7280245,राधिका रंजन गुप्ता
http://www.wikidata.org/entity/Q31332313,कन्हैया लाल बाल्मीकी
http://www.wikidata.org/entity/Q19542420,लालूभाई पटेल
http://www.wikidata.org/entity/Q31335186,मुहम्मद रफी खां
http://www.wikidata.org/entity/Q97275489,मोहित मित्रा
http://www.wikidata.org/entity/Q31322791,अनीस अहमद खां उर्फ फूल बाबू
http://www.wikidata.org/entity/Q21168601,छोगाराम बाकोलिया
http://www.wikidata.org/entity/Q31331768,शुगन चन्द्र
http://www.wikidata.org/entity/Q31322977,कादिर राणा
http://www.wikidata.org/entity/Q24284529,मोहम्मद अलीमुद्दीन
http://www.wikidata.org/entity/Q13115499,अमोल कोल्हे
http://www.wikidata.org/entity/Q17478947,एज़ाज़ रिज़वी
http://www.wikidata.org/entity/Q16745222,वीरेन्द्र कुमार चौधरी
http://www.wikidata.org/entity/Q64001930,संघमित्रा मौर्या
http://www.wikidata.org/entity/Q31332835,धनश्याम डिमरी
http://www.wikidata.org/entity/Q5620473,गुरुदास कामत
http://www.wikidata.org/entity/Q15680872,रमेश राठौर
http://www.wikidata.org/entity/Q541662,सावित्री जिंदाल
http://www.wikidata.org/entity/Q51754561,आलिया ज़ुबैरी
http://www.wikidata.org/entity/Q63998496,भारती प्रवीण पवार
http://www.wikidata.org/entity/Q31332425,खुशीराम
http://www.wikidata.org/entity/Q31314260,राजबली जैसल
http://www.wikidata.org/entity/Q31314094,जन्मेजय सिंह
http://www.wikidata.org/entity/Q7273569,आर डी प्रधान
http://www.wikidata.org/entity/Q31323093,दूधराम
http://www.wikidata.org/entity/Q31331924,शिवराम राय
http://www.wikidata.org/entity/Q31335660,विश्वनाथ प्रसाद
http://www.wikidata.org/entity/Q4850108,बालाशॉरी वल्लभानेनी
http://www.wikidata.org/entity/Q16003990,बदरी नाथ प्रसाद
http://www.wikidata.org/entity/Q3595535,दसारी नारायण राव
http://www.wikidata.org/entity/Q31332676,जयेन्द्र सिंह विष्ट
http://www.wikidata.org/entity/Q6106203,जे॰ के॰ रितेस
http://www.wikidata.org/entity/Q27969186,बिभूति भूषण दास गुप्ता
http://www.wikidata.org/entity/Q5279703,दीपांकर भट्टाचार्य
http://www.wikidata.org/entity/Q28976494,कैलाश वर्मा
http://www.wikidata.org/entity/Q31338690,श्री शंकर शर्मा उर्फ लालो शर्मा वकील
http://www.wikidata.org/entity/Q7420763,सांवर लाल जाट
http://www.wikidata.org/entity/Q31330684,फतेह सिंह राणा
http://www.wikidata.org/entity/Q31323610,श्रीभगवान पाठक
http://www.wikidata.org/entity/Q6355499,कमल पटेल
http://www.wikidata.org/entity/Q31336001,होरी लाल यादव
http://www.wikidata.org/entity/Q31330038,गिरजा रमण शुक्ल
http://www.wikidata.org/entity/Q31314236,मौ0 इरफान
http://www.wikidata.org/entity/Q64011206,कुँवर दानिश अली
http://www.wikidata.org/entity/Q31338259,रामपति
http://www.wikidata.org/entity/Q18687800,चन्द्र प्रकाश चौधरी
http://www.wikidata.org/entity/Q1390715,हरिलाल मोहनदास गाँधी
http://www.wikidata.org/entity/Q15940945,माला राज्यलक्ष्मी शाह
http://www.wikidata.org/entity/Q16150082,रामसिंहभाई राठवा
http://www.wikidata.org/entity/Q31313876,अब्दुल मसहूद खां
http://www.wikidata.org/entity/Q31330260,जवाहर लाल
http://www.wikidata.org/entity/Q31330076,घनश्याम दास
http://www.wikidata.org/entity/Q31314277,राधेलाल रावत
http://www.wikidata.org/entity/Q31331987,सूर्य प्रसाद अवस्थी
http://www.wikidata.org/entity/Q31323037,जगदीश नारायण
http://www.wikidata.org/entity/Q7273976,आर एस सुब्बलक्ष्मी
http://www.wikidata.org/entity/Q16901274,सिराजुद्दीन अजमल
http://www.wikidata.org/entity/Q31333445,राम कृष्ण सारस्वत
http://www.wikidata.org/entity/Q31335752,"कुंवर, श्रीपाल सिंह"
http://www.wikidata.org/entity/Q256155,देवान
http://www.wikidata.org/entity/Q58010181,अर्जुन सिंह
http://www.wikidata.org/entity/Q31329734,उल्फत सिंह चौहान 'निर्भय'
http://www.wikidata.org/entity/Q31323674,संध्या कठेरिया
http://www.wikidata.org/entity/Q31336437,जे0एन0सिन्हा
http://www.wikidata.org/entity/Q31323010,गौरी शंकर एडवोकेट
http://www.wikidata.org/entity/Q31332978,चौधरी पहलवान सिंह
http://www.wikidata.org/entity/Q10972553,विट्ठल भाई पटेल
http://www.wikidata.org/entity/Q64010478,अन्नपूर्णा देवी यादव
http://www.wikidata.org/entity/Q31330903,भूपाल सिंह खाती
http://www.wikidata.org/entity/Q31314188,बावन सिंह
http://www.wikidata.org/entity/Q1747833,उच्छंगराय नवलशंकर ढेबर
http://www.wikidata.org/entity/Q4901045,भानु प्रताप सिंह वर्मा
http://www.wikidata.org/entity/Q7131233,पंजाबराव देशमुख
http://www.wikidata.org/entity/Q8049755,यशोधरा राजे सिंधिया
http://www.wikidata.org/entity/Q31329785,करन सिंह
http://www.wikidata.org/entity/Q64011078,अन्नासाहेब जोले
http://www.wikidata.org/entity/Q19892023,तुलसीदास जाधव
http://www.wikidata.org/entity/Q5203764,देवी प्रसाद त्रिपाठी
http://www.wikidata.org/entity/Q20312274,सत्यदेव नारायण आर्य
http://www.wikidata.org/entity/Q31314043,उमेश पाण्डेय
http://www.wikidata.org/entity/Q31335504,राम बली मिश्र
http://www.wikidata.org/entity/Q31332519,गोविन्द सिंह बिष्ट
http://www.wikidata.org/entity/Q16929744,आर॰ पार्थीपन
http://www.wikidata.org/entity/Q31337178,मकसूद हुसैन
http://www.wikidata.org/entity/Q4791555,अर्जुन चरण सेठी
http://www.wikidata.org/entity/Q16217622,पंकज सिंह
http://www.wikidata.org/entity/Q61944043,जेम्स जॉय मोहन निकोल्स रॉय
http://www.wikidata.org/entity/Q53568428,लखन सिंह यादव
http://www.wikidata.org/entity/Q7285739,रजनी राय
http://www.wikidata.org/entity/Q31331601,लक्ष्मी शंकर यादव
http://www.wikidata.org/entity/Q31313950,आदिल शेख
http://www.wikidata.org/entity/Q21070000,बद्री दत्त पाण्डेय
http://www.wikidata.org/entity/Q31333288,मोती लाल अवस्थी
http://www.wikidata.org/entity/Q377903,सुनील दत्त
http://www.wikidata.org/entity/Q18393487,राव राजेन्द्र सिंह
http://www.wikidata.org/entity/Q31331567,रामेश्वर लाल
http://www.wikidata.org/entity/Q31334485,तारा अग्रवाल
http://www.wikidata.org/entity/Q31331676,वासुदेव मिश्र
http://www.wikidata.org/entity/Q31323380,रवीन्द्र कुमार 'मोल्हू'
http://www.wikidata.org/entity/Q7508046,सिद्दारमैया
http://www.wikidata.org/entity/Q31331862,शिव बक्श सिंह राठौर
http://www.wikidata.org/entity/Q31314146,हरविन्दर कुमार साहनी उर्फ रोमी साहनी
http://www.wikidata.org/entity/Q22006122,लखीराम अगरवाल
http://www.wikidata.org/entity/Q16901297,उमा सरीन
http://www.wikidata.org/entity/Q16734776,कलिखो पुल
http://www.wikidata.org/entity/Q15439266,महमूद मदनी
http://www.wikidata.org/entity/Q64006856,ज्योतिर्मय सिंह महतो
http://www.wikidata.org/entity/Q7117473,पी आर राजन
http://www.wikidata.org/entity/Q31337761,रमाबल्लभ मिश्र
http://www.wikidata.org/entity/Q31332067,हबीबुर्रहमान आज़मी
http://www.wikidata.org/entity/Q3595541,सी॰ नारायण रेड्डी
http://www.wikidata.org/entity/Q31332384,कालीचरण अग्रवाल
http://www.wikidata.org/entity/Q16011040,वी. एन. तिवारी
http://www.wikidata.org/entity/Q31353304,यादवेन्द्र सिंह उर्फ
http://www.wikidata.org/entity/Q31336459,जगदीश नारायण त्रिपाठी
http://www.wikidata.org/entity/Q6415053,किरेन रीजूजु
http://www.wikidata.org/entity/Q7462693,शकील अहमद
http://www.wikidata.org/entity/Q7935991,विष्णु देव साई
http://www.wikidata.org/entity/Q6167636,जयप्रकाश नारायण (लोकसत्ता)
http://www.wikidata.org/entity/Q17386443,नरेश चन्द्र अग्रवाल
http://www.wikidata.org/entity/Q16214853,महेश गिरी
http://www.wikidata.org/entity/Q4740216,अमरेन्द्रनाथ चट्टोपाध्याय
http://www.wikidata.org/entity/Q5224163,दरोगा प्रसाद राय
http://www.wikidata.org/entity/Q22279012,नवाब मलिक
http://www.wikidata.org/entity/Q26464772,जोथिमानी
http://www.wikidata.org/entity/Q29617875,उमेश मलिक
http://www.wikidata.org/entity/Q17509089,एस के डे
http://www.wikidata.org/entity/Q1686500,प्रकाश सिंह बादल
http://www.wikidata.org/entity/Q16980113,बी॰वी॰ नायक
http://www.wikidata.org/entity/Q64006756,एन॰ नारायणस्वामी
http://www.wikidata.org/entity/Q16910102,सतीश कुमार गौतम
http://www.wikidata.org/entity/Q31322948,कुबेर सिंह
http://www.wikidata.org/entity/Q31323112,चौधरी धू राम लोधी
http://www.wikidata.org/entity/Q4672256,अक्कम्मा चेरियन
http://www.wikidata.org/entity/Q31333576,रामहेत सिंह
http://www.wikidata.org/entity/Q64011164,एन॰ रेड्डेप्पा
http://www.wikidata.org/entity/Q6748417,एम एन वेंकटचेलैय्या
http://www.wikidata.org/entity/Q7903301,उत्तम खोबरागड़े
http://www.wikidata.org/entity/Q31323582,वीरेन्द्र सिंह सिरोही
http://www.wikidata.org/entity/Q10374818,सुनील महतो
http://www.wikidata.org/entity/Q7387812,एस॰ रामालिंगम
http://www.wikidata.org/entity/Q1413250,ग़ुलाम मोहम्मद शाह
http://www.wikidata.org/entity/Q31335046,भूप सिंह
http://www.wikidata.org/entity/Q94565647,राज कुमार गौड़
http://www.wikidata.org/entity/Q7531698,सीताराम सिंह
http://www.wikidata.org/entity/Q31331543,रामबलि मिश्र
http://www.wikidata.org/entity/Q12068272,मीरा सान्याल
http://www.wikidata.org/entity/Q7906147,वी नारायणस्वामी
http://www.wikidata.org/entity/Q4094983,सरत चंद्र बोस
http://www.wikidata.org/entity/Q31330223,जगमोहन सिंह नेगी
http://www.wikidata.org/entity/Q3763994,रायपाटि सांबशिव राव
http://www.wikidata.org/entity/Q12445816,महंत अवैद्यनाथ
http://www.wikidata.org/entity/Q31335276,योगेश्वर प्रसाद खंडूरी
http://www.wikidata.org/entity/Q42560923,सत्यभामा देवी
http://www.wikidata.org/entity/Q31314165,पारस नाथ यादव
http://www.wikidata.org/entity/Q6749904,मनीष तिवारी
http://www.wikidata.org/entity/Q31323318,मोहम्मद जलील खान
http://www.wikidata.org/entity/Q64011144,रामप्रीत मण्डल
http://www.wikidata.org/entity/Q31323468,राम प्रकाश कुशवाहा
http://www.wikidata.org/entity/Q31336588,देवी दयाल सेन
http://www.wikidata.org/entity/Q20675881,एनोस एक्का
http://www.wikidata.org/entity/Q31314266,राजेश अग्रवाल
http://www.wikidata.org/entity/Q6733578,महावीर त्यागी
http://www.wikidata.org/entity/Q7668693,थेन्फुन्गा सैलो
http://www.wikidata.org/entity/Q61780754,बिनोद बिहारी महतो
http://www.wikidata.org/entity/Q12417120,एस. राजैया
http://www.wikidata.org/entity/Q31323403,राजदेव सिंह
http://www.wikidata.org/entity/Q31314212,महेश नारायण सिंह
http://www.wikidata.org/entity/Q65956092,बिहारीलाल बिश्नोई
http://www.wikidata.org/entity/Q31336960,बुधि राम
http://www.wikidata.org/entity/Q7426954,सत्येन्द्र नारायण सिन्हा
http://www.wikidata.org/entity/Q19542540,गगन भगत
http://www.wikidata.org/entity/Q1749549,सुमालता
http://www.wikidata.org/entity/Q31314438,विशम्भर सिंह
http://www.wikidata.org/entity/Q7653792,स्वपन दासगुप्ता
http://www.wikidata.org/entity/Q31314193,बृजेश कठेरिया
http://www.wikidata.org/entity/Q108917823,अभय सिंह (जमशेदपुर राजनेता)
http://www.wikidata.org/entity/Q31323377,रमापति उर्फ रमाकान्त
http://www.wikidata.org/entity/Q7445992,सीथी साहिब
http://www.wikidata.org/entity/Q31336574,कुंवर देवेन्द्र सिंह
http://www.wikidata.org/entity/Q5657384,हरिहर सिंह
http://www.wikidata.org/entity/Q7635065,सुगत बोस
http://www.wikidata.org/entity/Q31335486,राम नाथ पाठक
http://www.wikidata.org/entity/Q31314101,जाकिर अली
http://www.wikidata.org/entity/Q7117543,पी॰ शिव शंकर
http://www.wikidata.org/entity/Q3523155,पी॰ धनपाल
http://www.wikidata.org/entity/Q51717795,दीपक दुबे
http://www.wikidata.org/entity/Q15724694,रीताब्रता बनर्जी
